Text,Topics,Source
 (4)The following persons fall within this subsection—,"['0.250*""following"" + 0.250*""persons"" + 0.250*""within"" + 0.250*""fall""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)This section does not affect any other power which the court has by virtue of any rule of law or other enactment—,"['0.143*""rule"" + 0.143*""section"" + 0.143*""court"" + 0.143*""virtue"" + 0.143*""affect""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF50Ss. 73-75 repealed (E.W.) (1.12.2020) by Sentencing Act 2020 (c. 17), s. 416(1), Schs. 28, 29 (with ss. 413(4)(5), 416(7), Sch. 27); S.I. 2020/1236, reg. 2Commencement InformationI26S. 75 in force at 1.4.2006 by S.I. 2006/378, art. 5(1)F5975AProceedings under section 74: use of live linkE+W+N.I.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.077*""textual"" + 0.077*""ss"" + 0.077*""section"" + 0.077*""live"" + 0.077*""force""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF59S. 75A repealed (1.12.2020) by Sentencing Act 2020 (c. 17), s. 416(1), Sch. 28 (with ss. 413(4)(5), 416(7), Sch. 27); S.I. 2020/1236, reg. 2[F6075BGuidance about use of powers under sections 71 to 74E+W+N.I.(1)The Attorney General may issue guidance to specified prosecutors about the exercise by them of any of their powers under sections 71 to 74.","['0.077*""sections"" + 0.077*""sch"" + 0.077*""powers"" + 0.051*""prosecutors"" + 0.051*""repealed""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)The Attorney General may from time to time revise any guidance issued under this section.,"['0.176*""time"" + 0.118*""general"" + 0.118*""issued"" + 0.118*""revise"" + 0.118*""attorney""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)In this section “specified prosecutor” is to be construed in accordance with section 71.],"['0.273*""section"" + 0.182*""specified"" + 0.182*""accordance"" + 0.182*""construed"" + 0.182*""prosecutor""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF60S. 75B inserted (6.4.2010) by Coroners and Justice Act 2009 (c. 25), ss. 113(7), 182(5) (with s. 180); S.I. 2010/816, art. 2, Sch. para. 6Chapter 3U.K.Financial reporting ordersF6176Financial reporting orders: makingE+W. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.130*""reporting"" + 0.087*""coroners"" + 0.087*""justice"" + 0.087*""textual"" + 0.087*""inserted""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF61S. 76 omitted (3.5.2015) by virtue of Serious Crime Act 2015 (c. 9), ss. 50(1)(a), 88(1) (with s. 86(7)); S.I. 2015/820, reg. 2(i)F6277Financial reporting orders: making in ScotlandS. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.083*""making"" + 0.083*""ss"" + 0.083*""serious"" + 0.083*""act"" + 0.083*""crime""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF62S. 77 omitted (1.3.2016) by virtue of Serious Crime Act 2015 (c. 9), ss. 50(1)(b), 88(1) (with s. 86(8)); S.I. 2016/148, reg. 3(e)F6378Financial reporting orders: making in Northern IrelandN.I.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.071*""reg"" + 0.071*""virtue"" + 0.071*""act"" + 0.071*""serious"" + 0.071*""orders""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF63S. 78 omitted (3.5.2015) by virtue of Serious Crime Act 2015 (c. 9), ss. 50(1)(c), 88(1) (with s. 86(9)); S.I. 2015/820, reg. 2(i)F6479Financial reporting orders: effectU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.091*""textual"" + 0.091*""reporting"" + 0.091*""virtue"" + 0.091*""act"" + 0.091*""orders""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF64Ss. 79-81 omitted (1.3.2016) by virtue of Serious Crime Act 2015 (c. 9), s. 88(1), Sch. 4 para. 71 (with s. 86(7)-(9)); S.I. 2016/148, reg. 3(g)F6480Financial reporting orders: variation and revocationU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.077*""g"" + 0.077*""textual"" + 0.077*""reg"" + 0.077*""sch"" + 0.077*""reporting""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF64Ss. 79-81 omitted (1.3.2016) by virtue of Serious Crime Act 2015 (c. 9), s. 88(1), Sch. 4 para. 71 (with s. 86(7)-(9)); S.I. 2016/148, reg. 3(g)F6481Financial reporting orders: verification and disclosureU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.077*""virtue"" + 0.077*""serious"" + 0.077*""crime"" + 0.077*""para"" + 0.077*""verification""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF64Ss. 79-81 omitted (1.3.2016) by virtue of Serious Crime Act 2015 (c. 9), s. 88(1), Sch. 4 para. 71 (with s. 86(7)-(9)); S.I. 2016/148, reg. 3(g)Chapter 4U.K.Protection of witnesses and other persons82Protection [F65of persons involved in investigations or proceedings] [F65arrangements for persons at risk] E+W+S(1)A protection provider may make such arrangements as he considers appropriate for the purpose of protecting [F66a person of a description specified in Schedule 5 if—","['0.049*""persons"" + 0.033*""omitted"" + 0.033*""make"" + 0.033*""reg"" + 0.033*""sch""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 [F66any person if he reasonably believes that the person's safety is at risk in view of the criminal conduct or possible criminal conduct of another person.],"['0.167*""person"" + 0.125*""conduct"" + 0.125*""criminal"" + 0.083*""reasonably"" + 0.083*""view""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)A protection provider may vary or cancel any arrangements made by him under subsection (1) if he considers it appropriate to do so.,"['0.100*""protection"" + 0.100*""cancel"" + 0.100*""vary"" + 0.100*""appropriate"" + 0.100*""arrangements""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)If a protection provider makes arrangements under subsection (1) or cancels arrangements made under that subsection, he must record that he has done so.","['0.136*""arrangements"" + 0.136*""subsection"" + 0.091*""makes"" + 0.091*""made"" + 0.091*""protection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (4)In determining whether to make arrangements under subsection (1), or to vary or cancel arrangements made under that subsection, a protection provider must, in particular, have regard to—","['0.107*""subsection"" + 0.107*""arrangements"" + 0.071*""regard"" + 0.071*""determining"" + 0.071*""protection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)A protection provider is—,"['0.500*""provider"" + 0.500*""protection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 [F67(b)the chief constable of the Police Service of Scotland;],"['0.167*""b"" + 0.167*""service"" + 0.167*""chief"" + 0.167*""police"" + 0.167*""scotland""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 [F68(d)the Director General of the National Crime Agency;],"['0.200*""agency"" + 0.200*""crime"" + 0.200*""national"" + 0.200*""director"" + 0.200*""general""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 F69(f). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""f""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" [F70(5A)In subsection (1), “criminal conduct” means conduct which constitutes an offence in England and Wales or Scotland, or would do if it occurred there.","['0.130*""conduct"" + 0.087*""subsection"" + 0.087*""wales"" + 0.087*""means"" + 0.087*""constitutes""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5B)Nothing in this section prevents a protection provider from making arrangements under this section for the protection of a person where non-statutory arrangements have already been made in respect of that person.],"['0.115*""arrangements"" + 0.115*""section"" + 0.115*""protection"" + 0.115*""person"" + 0.077*""already""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" [F71(6)The Secretary of State may, after consulting the Scottish Ministers [F72and the Department of Justice in Northern Ireland], by order amend Schedule 5 so as to add, modify or omit any entry.]","['0.059*""state"" + 0.059*""ireland"" + 0.059*""secretary"" + 0.059*""add"" + 0.059*""northern""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (7)Nothing in this section affects any power which a person has (otherwise than by virtue of this section) to make arrangements for the protection of another person.,"['0.125*""person"" + 0.125*""section"" + 0.083*""make"" + 0.083*""arrangements"" + 0.083*""virtue""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF65Words in s. 82 heading substituted (E.W.S.) (13.5.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), ss. 178(2)(a), 185(1) (with s. 178(7)); S.I. 2014/949, art. 3, Sch. para. 18F66Words in s. 82(1) substituted (E.W.S.) (13.5.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), ss. 178(2)(b), 185(1) (with s. 178(7)); S.I. 2014/949, art. 3, Sch. para. 18F67S. 82(5)(b) substituted (1.4.2013) by The Police and Fire Reform (Scotland) Act 2012 (Consequential Provisions and Modifications) Order 2013 (S.I. 2013/602), art. 1(2), Sch. 2 para. 48(13)(a)F68S. 82(5)(d) substituted (7.10.2013) by Crime and Courts Act 2013 (c. 22), s. 61(2), Sch. 8 para. 160; S.I. 2013/1682, art. 3(v)F69S. 82(5)(f) omitted (1.4.2013) by virtue of The Police and Fire Reform (Scotland) Act 2012 (Consequential Provisions and Modifications) Order 2013 (S.I. 2013/602), art. 1(2), Sch. 2 para. 48(13)(b)F70S. 82(5A)(5B) inserted (E.W.S.) (13.5.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), ss. 178(2)(c), 185(1) (with s. 178(7)); S.I. 2014/949, art. 3, Sch. para. 18F71S. 82(6) repealed (E.W.S.) (13.5.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), ss. 178(2)(d), 185(1) (with s. 178(7)); S.I. 2014/949, art. 3, Sch. para. 18F72Words in s. 82(6) inserted (12.4.2010) by The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 20 (with arts. 28-31)Commencement InformationI27S. 82 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I28S. 82 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)83Joint arrangementsU.K.(1)Arrangements may be made under section 82(1) by two or more protection providers acting jointly.","['0.070*""art"" + 0.057*""para"" + 0.057*""sch"" + 0.057*""act"" + 0.038*""crime""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (2)If arrangements are made jointly by virtue of subsection (1), any powers conferred on a protection provider by this Chapter are exercisable in relation to the arrangements by—","['0.120*""arrangements"" + 0.080*""conferred"" + 0.080*""exercisable"" + 0.080*""relation"" + 0.080*""powers""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)Nothing in this section or in section 84 affects any power which a protection provider has to request or obtain assistance from another protection provider.,"['0.130*""protection"" + 0.130*""provider"" + 0.130*""section"" + 0.087*""assistance"" + 0.087*""nothing""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI29S. 83 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)I30S. 83 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)84Transfer of responsibility to other protection providerU.K.(1)A protection provider who makes arrangements under section 82(1) may agree with another protection provider that, as from a date specified in the agreement—","['0.098*""protection"" + 0.073*""art"" + 0.073*""force"" + 0.073*""provider"" + 0.049*""arrangements""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)Any such agreement may include provision for the making of payments in respect of any costs incurred or likely to be incurred in consequence of the agreement.,"['0.125*""agreement"" + 0.125*""incurred"" + 0.083*""consequence"" + 0.083*""respect"" + 0.083*""may""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)If an agreement is made under subsection (1), any powers conferred on a protection provider by this Chapter (including the power conferred by subsection (1)) are, as from the date specified in the agreement, exercisable by the other protection provider as if he had made the arrangements under section 82(1).","['0.083*""agreement"" + 0.083*""provider"" + 0.083*""made"" + 0.083*""conferred"" + 0.083*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (4)Each protection provider who makes an agreement under subsection (1) must record that he has done so.,"['0.125*""protection"" + 0.125*""agreement"" + 0.125*""record"" + 0.125*""provider"" + 0.125*""must""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI31S. 84 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I32S. 84 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)85Duty to assist protection providersU.K.(1)This section applies if a protection provider requests assistance from a public authority in connection with the making of arrangements under section 82(1) or the implementation, variation or cancellation of such arrangements.","['0.061*""section"" + 0.061*""force"" + 0.061*""arrangements"" + 0.061*""art"" + 0.061*""protection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)The public authority must take reasonable steps to provide the assistance requested.,"['0.111*""steps"" + 0.111*""must"" + 0.111*""take"" + 0.111*""requested"" + 0.111*""authority""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)“Public authority” includes any person certain of whose functions are of a public nature but does not include—,"['0.176*""public"" + 0.118*""nature"" + 0.118*""functions"" + 0.118*""certain"" + 0.118*""whose""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI33S. 85 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I34S. 85 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)86Offence of disclosing information about protection arrangementsU.K.(1)A person commits an offence if—","['0.107*""art"" + 0.107*""force"" + 0.071*""commits"" + 0.071*""disclosing"" + 0.071*""offence""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)A person who commits an offence under this section is liable—,"['0.250*""section"" + 0.250*""person"" + 0.250*""commits"" + 0.250*""offence""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)In the application of this section to Scotland or Northern Ireland, the reference in subsection (2)(b) to 12 months is to be read as a reference to 6 months.","['0.136*""months"" + 0.136*""reference"" + 0.091*""northern"" + 0.091*""scotland"" + 0.091*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF73Words in s. 86(2)(b) substituted (7.2.2023 at 12.00 p.m.) by The Judicial Review and Courts Act 2022 (Magistrates’ Court Sentencing Powers) Regulations 2023 (S.I. 2023/149), regs. 1(2), 2(1), Sch. Pt. 1Commencement InformationI35S. 86 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)I36S. 86 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)87Defences to liability under section 86U.K.(1)A person (P) is not guilty of an offence under section 86 if—","['0.054*""b"" + 0.054*""force"" + 0.054*""art"" + 0.054*""section"" + 0.036*""regulations""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)A person (D) is not guilty of an offence under section 86 if—,"['0.250*""guilty"" + 0.250*""section"" + 0.250*""person"" + 0.250*""offence""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)A person is not guilty of an offence under section 86 if he disclosed the information for the purposes of safeguarding national security or for the purposes of the prevention, detection or investigation of crime.","['0.103*""purposes"" + 0.069*""national"" + 0.069*""crime"" + 0.069*""detection"" + 0.069*""person""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (4)A person is not guilty of an offence under section 86 if—,"['0.250*""person"" + 0.250*""section"" + 0.250*""guilty"" + 0.250*""offence""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)The Secretary of State may by order make provision prescribing circumstances in which a person who discloses information as mentioned in section 86(1) is not guilty in England and Wales F74... of an offence under that section.,"['0.086*""section"" + 0.057*""guilty"" + 0.057*""state"" + 0.057*""secretary"" + 0.057*""person""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (6)The Scottish Ministers may by order make provision prescribing circumstances in which a person who discloses information as mentioned in section 86(1) is not guilty in Scotland of an offence under that section.,"['0.091*""section"" + 0.061*""provision"" + 0.061*""offence"" + 0.061*""circumstances"" + 0.061*""guilty""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 [F75(6A)The Department of Justice in Northern Ireland may by order make provision prescribing circumstances in which a person who discloses information as mentioned in section 86(1) is not guilty in Northern Ireland of an offence under that section.],"['0.081*""northern"" + 0.081*""ireland"" + 0.081*""section"" + 0.054*""circumstances"" + 0.054*""provision""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (7)If sufficient evidence is adduced to raise an issue with respect to a defence under or by virtue of this section, the court or jury must assume that the defence is satisfied unless the prosecution proves beyond reasonable doubt that it is not.","['0.073*""defence"" + 0.049*""jury"" + 0.049*""doubt"" + 0.049*""assume"" + 0.049*""respect""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF74Words in s. 87(5) omitted (12.4.2010) by virtue of The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 21(a) (with arts. 28-31)F75S. 87(6A) inserted (12.4.2010) by The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 21(b) (with arts. 28-31)Commencement InformationI37S. 87 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)I38S. 87 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)88Offences of disclosing information relating to persons assuming new identityU.K.(1)A person (P) commits an offence if—","['0.062*""art"" + 0.038*""order"" + 0.038*""northern"" + 0.038*""act"" + 0.038*""functions""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)A person (D) commits an offence if—,"['0.333*""offence"" + 0.333*""person"" + 0.333*""commits""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (ii)that the information disclosed by D indicates that P assumed, or might have assumed, a new identity.","['0.158*""assumed"" + 0.105*""might"" + 0.105*""identity"" + 0.105*""ii"" + 0.105*""p""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)A person who commits an offence under this section is liable—,"['0.250*""commits"" + 0.250*""offence"" + 0.250*""section"" + 0.250*""person""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (4)In the application of this section to Scotland or Northern Ireland, the reference in subsection (3)(b) to 12 months is to be read as a reference to 6 months.","['0.136*""months"" + 0.136*""reference"" + 0.091*""application"" + 0.091*""subsection"" + 0.091*""read""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF76Words in s. 88(3)(b) substituted (7.2.2023 at 12.00 p.m.) by The Judicial Review and Courts Act 2022 (Magistrates’ Court Sentencing Powers) Regulations 2023 (S.I. 2023/149), regs. 1(2), 2(1), Sch. Pt. 1Commencement InformationI39S. 88 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I40S. 88 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)89Defences to liability under section 88U.K.(1)P is not guilty of an offence under section 88(1) if, at the time when he disclosed the information, it was not likely that its disclosure would endanger the safety of any person.","['0.042*""force"" + 0.042*""section"" + 0.042*""art"" + 0.042*""b"" + 0.028*""except""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)D is not guilty of an offence under section 88(2) if—,"['0.333*""guilty"" + 0.333*""offence"" + 0.333*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)D is not guilty of an offence under section 88(2) if he disclosed the information for the purposes of safeguarding national security or for the purposes of the prevention, detection or investigation of crime.","['0.111*""purposes"" + 0.074*""offence"" + 0.074*""investigation"" + 0.074*""section"" + 0.074*""disclosed""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (4)D is not guilty of an offence under section 88(2) if—,"['0.333*""offence"" + 0.333*""guilty"" + 0.333*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)The Secretary of State may by order make provision prescribing circumstances in which a person who discloses information as mentioned in subsection (1) or (2) of section 88 is not guilty in England and Wales F77... of an offence under that subsection.,"['0.081*""subsection"" + 0.054*""order"" + 0.054*""person"" + 0.054*""make"" + 0.054*""wales""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (6)The Scottish Ministers may by order make provision prescribing circumstances in which a person who discloses information as mentioned in subsection (1) or (2) of section 88 is not guilty in Scotland of an offence under that subsection.,"['0.086*""subsection"" + 0.057*""guilty"" + 0.057*""order"" + 0.057*""scottish"" + 0.057*""ministers""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 [F78(6A)The Department of Justice in Northern Ireland may by order make provision prescribing circumstances in which a person who discloses information as mentioned in subsection (1) or (2) of section 88 is not guilty in Northern Ireland of an offence under that subsection.],"['0.077*""ireland"" + 0.077*""northern"" + 0.077*""subsection"" + 0.051*""guilty"" + 0.051*""make""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (7)If sufficient evidence is adduced to raise an issue with respect to a defence under or by virtue of this section, the court or jury must assume that the defence is satisfied unless the prosecution proves beyond reasonable doubt that it is not.","['0.073*""defence"" + 0.049*""prosecution"" + 0.049*""raise"" + 0.049*""issue"" + 0.049*""reasonable""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF77Words in s. 89(5) omitted (12.4.2010) by virtue of The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 22(a) (with arts. 28-31)F78S. 89(6A) inserted (12.4.2010) by The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 22(b) (with arts. 28-31)Commencement InformationI41S. 89 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I42S. 89 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)90Protection from liabilityU.K.(1)This section applies if—","['0.078*""art"" + 0.047*""act"" + 0.047*""devolution"" + 0.047*""arts"" + 0.047*""force""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)No proceedings (whether civil or criminal) may be brought against a person to whom this section applies in respect of the making by him of a false or misleading representation if the representation—,"['0.071*""criminal"" + 0.071*""false"" + 0.071*""making"" + 0.071*""representation"" + 0.071*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)The persons to whom this section applies are—,"['0.333*""applies"" + 0.333*""section"" + 0.333*""persons""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI43S. 90 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I44S. 90 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)91Transitional provisionU.K.[F79(1)This section applies to arrangements which were, at any time before the commencement of section 82, made by a protection provider, or any person acting with his authority, for the purpose of protecting a person of a description specified in Schedule 5.","['0.061*""section"" + 0.061*""person"" + 0.061*""art"" + 0.061*""force"" + 0.061*""commencement""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (2)If the following three conditions are satisfied, the arrangements are to be treated as having been made by the protection provider under section 82(1).","['0.100*""conditions"" + 0.100*""following"" + 0.100*""treated"" + 0.100*""section"" + 0.100*""satisfied""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)The first condition is that the protection provider could have made the arrangements under section 82(1) had it been in force at the time when the arrangements were made.,"['0.136*""arrangements"" + 0.136*""made"" + 0.091*""time"" + 0.091*""force"" + 0.091*""condition""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (4)The second condition is that the arrangements were in operation immediately before the commencement of section 82.,"['0.143*""immediately"" + 0.143*""arrangements"" + 0.143*""section"" + 0.143*""condition"" + 0.143*""operation""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)The third condition is that the protection provider determines that it is appropriate to treat the arrangements as having been made under section 82(1).,"['0.100*""provider"" + 0.100*""arrangements"" + 0.100*""appropriate"" + 0.100*""condition"" + 0.100*""made""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (6)A determination under subsection (5) may be made at any time before the end of the period of six months beginning with the day on which section 82 comes into force.,"['0.071*""may"" + 0.071*""period"" + 0.071*""made"" + 0.071*""subsection"" + 0.071*""time""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (7)A protection provider must make a record of a determination under subsection (5).,"['0.143*""provider"" + 0.143*""record"" + 0.143*""make"" + 0.143*""protection"" + 0.143*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (8)Subsection (9) applies if—,"['0.500*""subsection"" + 0.500*""applies""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (9)The provision made by subsections (1) to (7) applies in relation to the arrangements as if they had been made by the protection provider.,"['0.176*""made"" + 0.118*""provision"" + 0.118*""provider"" + 0.118*""subsections"" + 0.118*""relation""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (10)Accordingly, if the three conditions mentioned in subsections (3) to (5) are satisfied in relation to the arrangements, they are to be treated, by virtue of subsection (2), as having been made by the protection provider under section 82(1).","['0.067*""conditions"" + 0.067*""subsection"" + 0.067*""satisfied"" + 0.067*""subsections"" + 0.067*""virtue""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (11)The persons specified in this subsection are—,"['0.333*""persons"" + 0.333*""specified"" + 0.333*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF79Ss. 91, 92 repealed (E.W.S.) (13.5.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), ss. 178(3), 185(1) (with s. 178(7)); S.I. 2014/949, art. 3, Sch. para. 18Commencement InformationI45S. 91 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I46S. 91 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)92Transitional provision: supplementalU.K.[F79(1)In this section—","['0.114*""art"" + 0.086*""force"" + 0.057*""except"" + 0.057*""policing"" + 0.057*""provision""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)A person does not commit an offence under section 86(1) by disclosing information relating to the arrangements unless the information is disclosed on or after the relevant date.,"['0.120*""information"" + 0.080*""commit"" + 0.080*""unless"" + 0.080*""date"" + 0.080*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)But it is immaterial whether the information relates to something done in connection with the arrangements before or on or after the relevant date.,"['0.100*""arrangements"" + 0.100*""relevant"" + 0.100*""done"" + 0.100*""relates"" + 0.100*""immaterial""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (4)A person does not commit an offence under section 88(1) or (2) by disclosing information relating to a person who assumed a new identity in pursuance of the arrangements unless the information is disclosed on or after the relevant date.,"['0.088*""person"" + 0.088*""information"" + 0.059*""relating"" + 0.059*""new"" + 0.059*""date""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)But it is immaterial whether the person assumed a new identity before or on or after the relevant date.,"['0.125*""person"" + 0.125*""identity"" + 0.125*""relevant"" + 0.125*""whether"" + 0.125*""assumed""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (6)Section 90 applies in relation to a false or misleading representation relating to a person who assumed a new identity in pursuance of the arrangements only if the false or misleading representation is made on or after the relevant date.,"['0.086*""false"" + 0.086*""misleading"" + 0.086*""representation"" + 0.057*""identity"" + 0.057*""arrangements""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (7)But it is immaterial whether the person assumed a new identity before or on or after the relevant date.],"['0.125*""assumed"" + 0.125*""new"" + 0.125*""date"" + 0.125*""relevant"" + 0.125*""whether""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
